ISO,Policy,score,rank
ARG,H7_Vaccination policy,0.0827685864509419,1
ARG,C8_International travel controls,0.0745842996013946,2
ARG,H2_Testing policy,0.0736182811643591,3
ARG,C1_School closing,0.0724105507417276,4
ARG,C2_Workplace closing,0.0690196825377263,5
ARG,E2_Debt/contract relief,0.0649369487124287,6
ARG,C4_Restrictions on gatherings,0.0606808651919232,7
ARG,H6_Facial Coverings,0.0560829629863858,8
ARG,C6_Stay at home requirements,0.0462981689214594,9
ARG,C7_Restrictions on internal movement,0.0448866278270296,10
ARG,E1_Income support,0.0339534005806505,11
ARG,C5_Close public transport,0.0326505331933784,12
ARG,H1_Public information campaigns,0.0295268058211459,13
ARG,H3_Contact tracing,0.0283092960193131,14
ARG,C3_Cancel public events,0.0,15
