ISO,Policy,score,rank
SVK,H7_Vaccination policy,0.1043810294526942,1
SVK,H6_Facial Coverings,0.1013093694547488,2
SVK,C2_Workplace closing,0.0995816632689658,3
SVK,C4_Restrictions on gatherings,0.0852008982425715,4
SVK,C6_Stay at home requirements,0.0693328661658649,5
SVK,C7_Restrictions on internal movement,0.0678084415769014,6
SVK,C1_School closing,0.0621143780349049,7
SVK,H2_Testing policy,0.0619880333110582,8
SVK,C3_Cancel public events,0.0529314119058966,9
SVK,E1_Income support,0.0478168463661625,10
SVK,C8_International travel controls,0.0397156700388084,11
SVK,E2_Debt/contract relief,0.0380857761798349,12
SVK,C5_Close public transport,0.020361065757385,13
SVK,H1_Public information campaigns,0.0182385603892933,14
SVK,H3_Contact tracing,0.0048871323177819,15
