ISO,Policy,score,rank
ISL,H7_Vaccination policy,0.1619970967066399,1
ISL,C4_Restrictions on gatherings,0.1002573944728009,2
ISL,E1_Income support,0.079815499973946,3
ISL,H1_Public information campaigns,0.0758279675597476,4
ISL,H6_Facial Coverings,0.0729393467692796,5
ISL,C2_Workplace closing,0.0657127589119361,6
ISL,C3_Cancel public events,0.0543902788029231,7
ISL,C1_School closing,0.0503479779456322,8
ISL,C5_Close public transport,0.0448577470733929,9
ISL,H2_Testing policy,0.0379513306889027,10
ISL,C8_International travel controls,0.0349531257066616,11
ISL,E2_Debt/contract relief,0.0304141009624056,12
ISL,H3_Contact tracing,0.0273821597374424,13
ISL,C7_Restrictions on internal movement,0.0229779901952301,14
ISL,C6_Stay at home requirements,0.0,15
