ISO,Policy,score,rank
BFA,E2_Debt/contract relief,0.0995290528400355,1
BFA,H2_Testing policy,0.096093127277886,2
BFA,C4_Restrictions on gatherings,0.0902388646909082,3
BFA,C8_International travel controls,0.0780024391398293,4
BFA,H6_Facial Coverings,0.0715882211261011,5
BFA,C5_Close public transport,0.0699108116833578,6
BFA,H3_Contact tracing,0.0662710032929494,7
BFA,C1_School closing,0.0651080598304031,8
BFA,C7_Restrictions on internal movement,0.0631763064327562,9
BFA,E1_Income support,0.0435151157855982,10
BFA,C2_Workplace closing,0.0387047126312992,11
BFA,C3_Cancel public events,0.0363830527740153,12
BFA,H7_Vaccination policy,0.0201220079990687,13
BFA,H1_Public information campaigns,0.0083515895873738,14
BFA,C6_Stay at home requirements,0.0080534537876311,15
