ISO,Policy,score,rank
IND,H7_Vaccination policy,0.1619970967066399,1
IND,C6_Stay at home requirements,0.1002573944728009,2
IND,C5_Close public transport,0.079815499973946,3
IND,E2_Debt/contract relief,0.0758279675597476,4
IND,E1_Income support,0.0729393467692796,5
IND,C7_Restrictions on internal movement,0.0657127589119361,6
IND,C2_Workplace closing,0.0543902788029231,7
IND,C8_International travel controls,0.0503479779456322,8
IND,C1_School closing,0.0454873548622275,9
IND,H2_Testing policy,0.0448577470733929,10
IND,H3_Contact tracing,0.0379513306889027,11
IND,H6_Facial Coverings,0.0255488850905726,12
IND,C3_Cancel public events,0.0229779901952301,13
IND,C4_Restrictions on gatherings,0.0206658133489575,14
IND,H1_Public information campaigns,0.0162601542342929,15
