ISO,Policy,score,rank
BRB,H7_Vaccination policy,0.1023928438657242,1
BRB,H6_Facial Coverings,0.0964991809544753,2
BRB,C7_Restrictions on internal movement,0.0924534048164723,3
BRB,H2_Testing policy,0.0821437344194945,4
BRB,C4_Restrictions on gatherings,0.0735975512709442,5
BRB,C1_School closing,0.0708235134614125,6
BRB,C2_Workplace closing,0.0630349655259825,7
BRB,E2_Debt/contract relief,0.0543168130818923,8
BRB,C5_Close public transport,0.0540021071079294,9
BRB,C8_International travel controls,0.0481073344366942,10
BRB,H3_Contact tracing,0.0480370056869841,11
BRB,C6_Stay at home requirements,0.0421921788318519,12
BRB,C3_Cancel public events,0.0331552885843861,13
BRB,E1_Income support,0.0328443330178532,14
BRB,H1_Public information campaigns,0.0049691026390783,15
