ISO,Policy,score,rank
NER,E2_Debt/contract relief,0.1000521439004926,1
NER,C8_International travel controls,0.0895842230550736,2
NER,C2_Workplace closing,0.0863187791933444,3
NER,H6_Facial Coverings,0.0803915064089967,4
NER,C3_Cancel public events,0.0712177040840567,5
NER,C6_Stay at home requirements,0.062910157504974,6
NER,C4_Restrictions on gatherings,0.0582904261172663,7
NER,C7_Restrictions on internal movement,0.0499428802622496,8
NER,C1_School closing,0.0498320358077301,9
NER,H1_Public information campaigns,0.0468079774855449,10
NER,H2_Testing policy,0.0450728010531914,11
NER,H3_Contact tracing,0.0388335048608419,12
NER,E1_Income support,0.0308081233160403,13
NER,C5_Close public transport,0.0265078191185544,14
NER,H7_Vaccination policy,0.0133591204163127,15
