ISO,Policy,score,rank
AGO,H7_Vaccination policy,0.0993427389143127,1
AGO,H6_Facial Coverings,0.0722004743575743,2
AGO,C1_School closing,0.0674508908490679,3
AGO,C7_Restrictions on internal movement,0.0658538972415207,4
AGO,C8_International travel controls,0.0654668650889426,5
AGO,H1_Public information campaigns,0.0625860017042193,6
AGO,H2_Testing policy,0.0583963547729518,7
AGO,E1_Income support,0.057646380590832,8
AGO,C2_Workplace closing,0.0542475347692835,9
AGO,E2_Debt/contract relief,0.0527509819605737,10
AGO,C4_Restrictions on gatherings,0.0520041157885428,11
AGO,C6_Stay at home requirements,0.0489904038078973,12
AGO,C5_Close public transport,0.0346191232826511,13
AGO,H3_Contact tracing,0.0345026526453701,14
AGO,C3_Cancel public events,0.0122586717263159,15
