ISO,Policy,score,rank
URY,H7_Vaccination policy,0.0966071764387134,1
URY,C3_Cancel public events,0.090382164891337,2
URY,C1_School closing,0.0890912079340068,3
URY,C4_Restrictions on gatherings,0.0787816389868586,4
URY,C7_Restrictions on internal movement,0.0712330013769606,5
URY,E1_Income support,0.0705236367100636,6
URY,C6_Stay at home requirements,0.0554671664492356,7
URY,C5_Close public transport,0.0544386646923245,8
URY,H2_Testing policy,0.0513520903251363,9
URY,C2_Workplace closing,0.0393685207379712,10
URY,H6_Facial Coverings,0.0282122665755107,11
URY,E2_Debt/contract relief,0.0242573033958614,12
URY,C8_International travel controls,0.0156360867871184,13
URY,H1_Public information campaigns,0.0010602237519473,14
URY,H3_Contact tracing,0.0,15
