ISO,Policy,score,rank
FRA,H7_Vaccination policy,0.0914216689928839,1
FRA,H6_Facial Coverings,0.0740419269438914,2
FRA,C6_Stay at home requirements,0.0687499678084626,3
FRA,C7_Restrictions on internal movement,0.0659450816084897,4
FRA,C3_Cancel public events,0.0642074608937202,5
FRA,C2_Workplace closing,0.0630595957548989,6
FRA,C1_School closing,0.0597100042890949,7
FRA,C8_International travel controls,0.059703651063387,8
FRA,E2_Debt/contract relief,0.0427635996624767,9
FRA,H2_Testing policy,0.0426799784286725,10
FRA,E1_Income support,0.0406704508471588,11
FRA,C4_Restrictions on gatherings,0.0295736598173707,12
FRA,H1_Public information campaigns,0.0234175485554934,13
FRA,H3_Contact tracing,0.0215762974220706,14
FRA,C5_Close public transport,0.0,15
