ISO,Policy,score,rank
MLT,H7_Vaccination policy,0.0999221571255275,1
MLT,H6_Facial Coverings,0.0744228210988545,2
MLT,C7_Restrictions on internal movement,0.0738163835930112,3
MLT,C2_Workplace closing,0.0684734848814113,4
MLT,C3_Cancel public events,0.0650187497212639,5
MLT,C4_Restrictions on gatherings,0.0617424247427928,6
MLT,C1_School closing,0.0597849852573611,7
MLT,C5_Close public transport,0.0541377035588372,8
MLT,C8_International travel controls,0.0524727552783305,9
MLT,C6_Stay at home requirements,0.0506252067141495,10
MLT,H2_Testing policy,0.0468342290016762,11
MLT,H1_Public information campaigns,0.043921035526697,12
MLT,E2_Debt/contract relief,0.0436428483720433,13
MLT,H3_Contact tracing,0.0374196639871581,14
MLT,E1_Income support,0.0180670732809006,15
