ISO,Policy,score,rank
DMA,H7_Vaccination policy,0.12262664200233366,1
DMA,C3_Cancel public events,0.08458644435497302,2
DMA,E1_Income support,0.07841769355667516,3
DMA,H2_Testing policy,0.07302362799668974,4
DMA,H6_Facial Coverings,0.07230924119580205,5
DMA,C4_Restrictions on gatherings,0.07087525167481176,6
DMA,C1_School closing,0.06717650037755207,7
DMA,C8_International travel controls,0.06094002303511434,8
DMA,E2_Debt/contract relief,0.0583992064354864,9
DMA,C5_Close public transport,0.0565808123675234,10
DMA,C7_Restrictions on internal movement,0.04987462207771858,11
DMA,H3_Contact tracing,0.04179208375400103,12
DMA,H1_Public information campaigns,0.027100647465174682,13
DMA,C2_Workplace closing,0.020617085799185482,14
DMA,C6_Stay at home requirements,0.0,15
