ISO,Policy,score,rank
POL,H7_Vaccination policy,0.0955573913095256,1
POL,E1_Income support,0.0852006632351462,2
POL,C1_School closing,0.082419809263066,3
POL,C8_International travel controls,0.0772626622946642,4
POL,C7_Restrictions on internal movement,0.0742561648453942,5
POL,H6_Facial Coverings,0.0684276468957306,6
POL,C2_Workplace closing,0.0645023054381586,7
POL,C4_Restrictions on gatherings,0.0563926048869118,8
POL,H2_Testing policy,0.0542495438919949,9
POL,C3_Cancel public events,0.0369071063347573,10
POL,C5_Close public transport,0.0365645442564651,11
POL,H3_Contact tracing,0.0351824400519682,12
POL,C6_Stay at home requirements,0.0337060264590531,13
POL,E2_Debt/contract relief,0.0227316660705322,14
POL,H1_Public information campaigns,0.018926778941715,15
