ISO,Policy,score,rank
GHA,H7_Vaccination policy,0.0992953461277761,1
GHA,H6_Facial Coverings,0.0931513225266084,2
GHA,C8_International travel controls,0.0810983550659863,3
GHA,C2_Workplace closing,0.0730746300854719,4
GHA,E2_Debt/contract relief,0.0723780703898145,5
GHA,C3_Cancel public events,0.0679256901846354,6
GHA,C1_School closing,0.0593468775188828,7
GHA,C5_Close public transport,0.0584423159627836,8
GHA,H2_Testing policy,0.0542163373662776,9
GHA,H3_Contact tracing,0.0488926361577989,10
GHA,C6_Stay at home requirements,0.0457176709385376,11
GHA,H1_Public information campaigns,0.0331094579913031,12
GHA,E1_Income support,0.0232609655804323,13
GHA,C7_Restrictions on internal movement,0.0228368124304508,14
GHA,C4_Restrictions on gatherings,0.0082010534077344,15
