ISO,Policy,score,rank
QAT,E2_Debt/contract relief,0.0955573913095256,1
QAT,H2_Testing policy,0.082419809263066,2
QAT,C8_International travel controls,0.0772626622946642,3
QAT,H6_Facial Coverings,0.0742561648453942,4
QAT,C1_School closing,0.0684276468957306,5
QAT,C3_Cancel public events,0.0645023054381586,6
QAT,C6_Stay at home requirements,0.0563926048869118,7
QAT,C2_Workplace closing,0.0542495438919949,8
QAT,C7_Restrictions on internal movement,0.054217567344145,9
QAT,C5_Close public transport,0.0462173468265811,10
QAT,E1_Income support,0.0377948515408538,11
QAT,C4_Restrictions on gatherings,0.0369071063347573,12
QAT,H7_Vaccination policy,0.0365645442564651,13
QAT,H3_Contact tracing,0.0337060264590531,14
QAT,H1_Public information campaigns,0.0194828801133363,15
