ISO,Policy,score,rank
SUR,C7_Restrictions on internal movement,0.0945308123178577,1
SUR,E2_Debt/contract relief,0.0775780756930361,2
SUR,H2_Testing policy,0.072794091405886,3
SUR,C5_Close public transport,0.0707985367491084,4
SUR,H6_Facial Coverings,0.0690581073726378,5
SUR,C4_Restrictions on gatherings,0.0664873076398444,6
SUR,C8_International travel controls,0.0659936509948004,7
SUR,H7_Vaccination policy,0.0658589247144634,8
SUR,C1_School closing,0.0622569175923671,9
SUR,C3_Cancel public events,0.0586039848268082,10
SUR,C6_Stay at home requirements,0.0499776818087955,11
SUR,C2_Workplace closing,0.0486441441512477,12
SUR,E1_Income support,0.0408875886987932,13
SUR,H1_Public information campaigns,0.0267275573912101,14
SUR,H3_Contact tracing,0.0190228585464957,15
