ISO,Policy,score,rank
LVA,H7_Vaccination policy,0.1347513271158243,1
LVA,H6_Facial Coverings,0.1112681845350686,2
LVA,C2_Workplace closing,0.0947677025289768,3
LVA,C8_International travel controls,0.0749805107557231,4
LVA,C6_Stay at home requirements,0.0698933399702757,5
LVA,C3_Cancel public events,0.0534504869197839,6
LVA,C5_Close public transport,0.0506331283517982,7
LVA,H2_Testing policy,0.0473332910281199,8
LVA,C4_Restrictions on gatherings,0.0385826364124084,9
LVA,H3_Contact tracing,0.0360837317251523,10
LVA,E1_Income support,0.0338766952931631,11
LVA,E2_Debt/contract relief,0.0307507043575287,12
LVA,H1_Public information campaigns,0.0201523098480937,13
LVA,C7_Restrictions on internal movement,0.0024869150920083,14
LVA,C1_School closing,0.0,15
