ISO,Policy,score,rank
DEU,H7_Vaccination policy,0.1107128814751519,1
DEU,H2_Testing policy,0.1093378905108075,2
DEU,C5_Close public transport,0.077610286443096,3
DEU,H3_Contact tracing,0.0662947762646594,4
DEU,C7_Restrictions on internal movement,0.0642923822447148,5
DEU,H6_Facial Coverings,0.0609910522747708,6
DEU,C6_Stay at home requirements,0.060248024225365,7
DEU,C1_School closing,0.0577215889111496,8
DEU,E1_Income support,0.0500099881488895,9
DEU,C2_Workplace closing,0.0421352199586521,10
DEU,E2_Debt/contract relief,0.0416570480205269,11
DEU,C4_Restrictions on gatherings,0.0393798135114669,12
DEU,C8_International travel controls,0.0302678007557521,13
DEU,C3_Cancel public events,0.0106084063683157,14
DEU,H1_Public information campaigns,0.0,15
