ISO,Policy,score,rank
JOR,H7_Vaccination policy,0.0944523294281271,1
JOR,H6_Facial Coverings,0.09116418395010056,2
JOR,C8_International travel controls,0.08159848768137533,3
JOR,E2_Debt/contract relief,0.07546327484205588,4
JOR,C3_Cancel public events,0.0700297988035028,5
JOR,C7_Restrictions on internal movement,0.06997484010240218,6
JOR,H3_Contact tracing,0.060602860669330676,7
JOR,C1_School closing,0.058549712621197465,8
JOR,C2_Workplace closing,0.04900361821503415,9
JOR,E1_Income support,0.04499488130634074,10
JOR,C4_Restrictions on gatherings,0.04186829040275284,11
JOR,C5_Close public transport,0.028377357178539644,12
JOR,H1_Public information campaigns,0.02781928389108047,13
JOR,H2_Testing policy,0.023910943389920468,14
JOR,C6_Stay at home requirements,0.013689415823158056,15
