ISO,Policy,score,rank
IDN,H7_Vaccination policy,0.1012339714705235,1
IDN,E1_Income support,0.0809962008102,2
IDN,C1_School closing,0.0795558544772721,3
IDN,C3_Cancel public events,0.0701761471354743,4
IDN,C6_Stay at home requirements,0.0646277104061504,5
IDN,H2_Testing policy,0.0622529136887573,6
IDN,C8_International travel controls,0.0587462478844066,7
IDN,H3_Contact tracing,0.0548459960130559,8
IDN,C2_Workplace closing,0.0546467792617888,9
IDN,C7_Restrictions on internal movement,0.04689753794708,10
IDN,C5_Close public transport,0.0412638677585778,11
IDN,H6_Facial Coverings,0.0366039097280324,12
IDN,C4_Restrictions on gatherings,0.0216880371305457,13
IDN,E2_Debt/contract relief,0.021497109354146,14
IDN,H1_Public information campaigns,0.0,15
