ISO,Policy,score,rank
SDN,H7_Vaccination policy,0.1039393500539801,1
SDN,H6_Facial Coverings,0.08709939741481,2
SDN,E1_Income support,0.0834521918429031,3
SDN,C2_Workplace closing,0.0754034966197135,4
SDN,H2_Testing policy,0.0752047109588804,5
SDN,C8_International travel controls,0.0673229924473849,6
SDN,C3_Cancel public events,0.0641858131297196,7
SDN,C7_Restrictions on internal movement,0.0554000795859781,8
SDN,C1_School closing,0.0516955043499022,9
SDN,C6_Stay at home requirements,0.0502057994925019,10
SDN,C5_Close public transport,0.0493923092492809,11
SDN,E2_Debt/contract relief,0.038481278343283,12
SDN,H3_Contact tracing,0.0306791346191585,13
SDN,H1_Public information campaigns,0.0294968258922125,14
SDN,C4_Restrictions on gatherings,0.0,15
