ISO,Policy,score,rank
MAR,C4_Restrictions on gatherings,0.0860847629111712,1
MAR,C1_School closing,0.0711216714902833,2
MAR,C2_Workplace closing,0.0707836181575658,3
MAR,E1_Income support,0.0679861309850005,4
MAR,E2_Debt/contract relief,0.0643918271403795,5
MAR,H2_Testing policy,0.0581456786682932,6
MAR,H7_Vaccination policy,0.0572296435659978,7
MAR,C5_Close public transport,0.0558142879419931,8
MAR,H1_Public information campaigns,0.0549826062914423,9
MAR,C6_Stay at home requirements,0.0519746994308351,10
MAR,H6_Facial Coverings,0.0508255522019455,11
MAR,C8_International travel controls,0.0501232935173065,12
MAR,C7_Restrictions on internal movement,0.0499021165829016,13
MAR,C3_Cancel public events,0.0452474170650129,14
MAR,H3_Contact tracing,0.0450601117218684,15
