ISO,Policy,score,rank
COL,H7_Vaccination policy,0.12674832049333454,1
COL,C6_Stay at home requirements,0.11783275673700914,2
COL,C1_School closing,0.09611653599313306,3
COL,C7_Restrictions on internal movement,0.08771749109669104,4
COL,H3_Contact tracing,0.08086535149046965,5
COL,H6_Facial Coverings,0.07997307458895035,6
COL,C8_International travel controls,0.0791405820729075,7
COL,C2_Workplace closing,0.0707303730193712,8
COL,C4_Restrictions on gatherings,0.052267384782165235,9
COL,E1_Income support,0.017508908036786324,10
COL,E2_Debt/contract relief,0.01464400176459132,11
COL,H1_Public information campaigns,0.0072866587108097545,12
COL,H2_Testing policy,0.0041755252046264905,13
COL,C5_Close public transport,0.002964850084781327,14
COL,C3_Cancel public events,0.0,15
