ISO,Policy,score,rank
ISR,H7_Vaccination policy,0.1054193961267424,1
ISR,H2_Testing policy,0.1002716190482711,2
ISR,C8_International travel controls,0.0808868134223602,3
ISR,C2_Workplace closing,0.0740402144143923,4
ISR,H3_Contact tracing,0.0531701287187686,5
ISR,C7_Restrictions on internal movement,0.0529560790653483,6
ISR,C4_Restrictions on gatherings,0.0528109474166391,7
ISR,E1_Income support,0.0517915346817121,8
ISR,C5_Close public transport,0.0515673973750412,9
ISR,C1_School closing,0.0481335704359864,10
ISR,C3_Cancel public events,0.0476895415193965,11
ISR,C6_Stay at home requirements,0.041417044969182,12
ISR,E2_Debt/contract relief,0.0283683386605855,13
ISR,H1_Public information campaigns,0.012885597328157,14
ISR,H6_Facial Coverings,0.0,15
