ISO,Policy,score,rank
SMR,H7_Vaccination policy,0.1210896636469788,1
SMR,H6_Facial Coverings,0.0891108353992371,2
SMR,C8_International travel controls,0.0773671376317974,3
SMR,H2_Testing policy,0.0755401290935112,4
SMR,C1_School closing,0.0689042435064998,5
SMR,C2_Workplace closing,0.0678998654914276,6
SMR,C6_Stay at home requirements,0.0586784968929658,7
SMR,C7_Restrictions on internal movement,0.051505469391027,8
SMR,C3_Cancel public events,0.049849387569646,9
SMR,C4_Restrictions on gatherings,0.0453317431512847,10
SMR,C5_Close public transport,0.0398676908676321,11
SMR,E2_Debt/contract relief,0.0362096520947748,12
SMR,H3_Contact tracing,0.0343642982573087,13
SMR,E1_Income support,0.0279136258464461,14
SMR,H1_Public information campaigns,0.0145001183741756,15
