ISO,Policy,score,rank
PAN,H3_Contact tracing,0.1000521439004926,1
PAN,H2_Testing policy,0.0863187791933444,2
PAN,H6_Facial Coverings,0.0803915064089967,3
PAN,C4_Restrictions on gatherings,0.0712177040840567,4
PAN,C7_Restrictions on internal movement,0.062910157504974,5
PAN,C2_Workplace closing,0.0582904261172663,6
PAN,C5_Close public transport,0.0499428802622496,7
PAN,C8_International travel controls,0.0498320358077301,8
PAN,H7_Vaccination policy,0.0468079774855449,9
PAN,C6_Stay at home requirements,0.0450728010531914,10
PAN,E1_Income support,0.0412893541871509,11
PAN,C3_Cancel public events,0.0388067626547084,12
PAN,C1_School closing,0.0308081233160403,13
PAN,H1_Public information campaigns,0.0287024445738909,14
PAN,E2_Debt/contract relief,0.0,15
