ISO,Policy,score,rank
NIC,C8_International travel controls,0.1015600317154052,1
NIC,C1_School closing,0.0964396703563356,2
NIC,H7_Vaccination policy,0.0894569699975063,3
NIC,H1_Public information campaigns,0.078924606578169,4
NIC,H3_Contact tracing,0.063842313125029,5
NIC,H6_Facial Coverings,0.061576432034824,6
NIC,E2_Debt/contract relief,0.0610743000348256,7
NIC,C4_Restrictions on gatherings,0.0575218360485463,8
NIC,H2_Testing policy,0.0440275323273167,9
NIC,C5_Close public transport,0.0267194888963187,10
NIC,C2_Workplace closing,0.0236428632570341,11
NIC,E1_Income support,0.0200539265008844,12
NIC,C3_Cancel public events,0.017226231286277,13
NIC,C7_Restrictions on internal movement,0.0121977462444993,14
NIC,C6_Stay at home requirements,0.002246454958266,15
