ISO,Policy,score,rank
NOR,H7_Vaccination policy,0.0789285201470306,1
NOR,C6_Stay at home requirements,0.0788978821431759,2
NOR,C3_Cancel public events,0.0764323200818458,3
NOR,H3_Contact tracing,0.0633794424304607,4
NOR,C4_Restrictions on gatherings,0.0601364814872551,5
NOR,C7_Restrictions on internal movement,0.0559638967786025,6
NOR,C1_School closing,0.0554168299879189,7
NOR,C8_International travel controls,0.0553820328211638,8
NOR,H6_Facial Coverings,0.0548303656276173,9
NOR,C2_Workplace closing,0.0513671396474957,10
NOR,C5_Close public transport,0.0482499599146346,11
NOR,E1_Income support,0.0468313662976449,12
NOR,H2_Testing policy,0.0322854509890087,13
NOR,E2_Debt/contract relief,0.0195922841806765,14
NOR,H1_Public information campaigns,0.0,15
