ISO,Policy,score,rank
PRT,H7_Vaccination policy,0.0785178367243457,1
PRT,H6_Facial Coverings,0.0745932988300058,2
PRT,C2_Workplace closing,0.073570248278799,3
PRT,C1_School closing,0.0688417020249385,4
PRT,H3_Contact tracing,0.0686501007389716,5
PRT,C6_Stay at home requirements,0.0666063297140203,6
PRT,C7_Restrictions on internal movement,0.0659005880683007,7
PRT,H2_Testing policy,0.056725971905712,8
PRT,C4_Restrictions on gatherings,0.054726085598304,9
PRT,E2_Debt/contract relief,0.0460751659541055,10
PRT,E1_Income support,0.0452781342327953,11
PRT,C8_International travel controls,0.0428337442805925,12
PRT,H1_Public information campaigns,0.0079435374089438,13
PRT,C5_Close public transport,0.0045116107318852,14
PRT,C3_Cancel public events,0.0,15
