ISO,Policy,score,rank
ZWE,H2_Testing policy,0.09220281325812743,1
ZWE,C4_Restrictions on gatherings,0.07830795463786565,2
ZWE,C2_Workplace closing,0.07220039762636186,3
ZWE,C6_Stay at home requirements,0.06900204722293564,4
ZWE,C1_School closing,0.0653498345738098,5
ZWE,H6_Facial Coverings,0.06309660971881592,6
ZWE,H7_Vaccination policy,0.060472931306568535,7
ZWE,C8_International travel controls,0.058558796940816976,8
ZWE,C5_Close public transport,0.053595082265399566,9
ZWE,H1_Public information campaigns,0.04691631710753194,10
ZWE,E1_Income support,0.04491806878224853,11
ZWE,E2_Debt/contract relief,0.023297142950839136,12
ZWE,C7_Restrictions on internal movement,0.023187311493303633,13
ZWE,H3_Contact tracing,0.01754301997961901,14
ZWE,C3_Cancel public events,0.0,15
