ISO,Policy,score,rank
CRI,H7_Vaccination policy,0.1078203790711794,1
CRI,H2_Testing policy,0.0893292959714119,2
CRI,C8_International travel controls,0.0763459589167855,3
CRI,C7_Restrictions on internal movement,0.0712468328954951,4
CRI,C1_School closing,0.0688792299440033,5
CRI,C5_Close public transport,0.0677029220599912,6
CRI,H3_Contact tracing,0.0665443343032442,7
CRI,C2_Workplace closing,0.0646844350351831,8
CRI,H6_Facial Coverings,0.0508856587159073,9
CRI,E1_Income support,0.0373940268121999,10
CRI,C4_Restrictions on gatherings,0.0322449626437454,11
CRI,C6_Stay at home requirements,0.0265425619999032,12
CRI,E2_Debt/contract relief,0.0242665170778584,13
CRI,H1_Public information campaigns,0.0129782666927828,14
CRI,C3_Cancel public events,0.0,15
