rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C8_International travel controls,Yemen,YEM,26.7184,percent of population,2019.0
2,Health,Prevalence of Respiratory infections and tuberculosis,C8_International travel controls,Yemen,YEM,0.238568,percent,2019.0
3,Demographics,Fixed telephone subscriptions,C8_International travel controls,Yemen,YEM,1190000.0,number,2019.0
4,Health,Prevalence of COVID-19,C8_International travel controls,Yemen,YEM,2091.0,"Number (cumulative total by Dec 26,2020)",2020.0
5,Health,Mortality due to COVID-19,C8_International travel controls,Yemen,YEM,607.0,"Number (cumulative total by Dec 26,2020)",2020.0
7,Governance,Economic Freedom Score,C8_International travel controls,Yemen,YEM,5.51,score,2018.0
8,Environment,"PM2.5 air pollution, mean annual exposure",C8_International travel controls,Yemen,YEM,50.45601,micrograms per cubic meter,2017.0
11,Health,Prevalence of down syndrome,C8_International travel controls,Yemen,YEM,0.000492,percent,2019.0
13,Environment,"Electricity production from renewable sources, excluding hydroelectric",C8_International travel controls,Yemen,YEM,0.0,kWh,2015.0
14,Environment,Electricity production from coal sources ,C8_International travel controls,Yemen,YEM,0.0,percent of total,2015.0
15,Social issues ,Net migration,C8_International travel controls,Yemen,YEM,-150000.0,net total / data are 5 year estimates,2019.0
16,Governance,Voice and accountability estimate,C8_International travel controls,Yemen,YEM,-1.766007,score,2019.0
17,Demographics,Fixed broadband subscriptions,C8_International travel controls,Yemen,YEM,1.68494,per 100 people,2019.0
18,Social issues ,Proportion of women in managerial positions (%),C8_International travel controls,Yemen,YEM,4.12,percent,2014.0
19,Health,"Prevalence of overweight (modeled estimate, % of children under 5)",C8_International travel controls,Yemen,YEM,2.7,percent,2020.0
20,Environment,Electricity production from nuclear sources ,C8_International travel controls,Yemen,YEM,0.0,percent of total,2014.0
21,Governance,Corruption Perceptions Index,C8_International travel controls,Yemen,YEM,15.0,score,2020.0
22,Environment,Electricity production from oil sources,C8_International travel controls,Yemen,YEM,60.1952684941795,percent of total,2015.0
23,Governance,Aggregate score for the Civil Liberties category,C8_International travel controls,Yemen,YEM,10.0,score,2021.0
24,Governance,Rule of law estimate ,C8_International travel controls,Yemen,YEM,-1.773346,score,2019.0
26,Governance,Political stability and absence of violence/terrorism estimate,C8_International travel controls,Yemen,YEM,-2.768294,score,2019.0
27,Governance,Total freedom in the world score ,C8_International travel controls,Yemen,YEM,11.0,score,2021.0
28,Health,Prevalence of Diabetes,C8_International travel controls,Yemen,YEM,0.02732,percent,2019.0
29,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",C8_International travel controls,Yemen,YEM,100.0,percent of total,2017.0
30,Governance,Government effectiveness estimate,C8_International travel controls,Yemen,YEM,-2.279422,score,2019.0
31,Health,Summary exposure value tobacco,C8_International travel controls,Yemen,YEM,36.28876,Rate (risk-weighted prevalence),2019.0
32,Social issues ,Gini index (World Bank estimate),C8_International travel controls,Yemen,YEM,36.7,index ,2014.0
33,Health,Prevalence of obesity,C8_International travel controls,Yemen,YEM,17.1,percent,2016.0
35,Health,"Nurses and midwives (per 1,000 people)",C8_International travel controls,Yemen,YEM,0.7852,Ones,2018.0
36,Governance,Aggregate score for the Political Rights category,C8_International travel controls,Yemen,YEM,1.0,score,2021.0
37,Governance,Personal Freedom Score ,C8_International travel controls,Yemen,YEM,2.83,score,2018.0
38,Governance,Human Development Index,C8_International travel controls,Yemen,YEM,0.47,index,2019.0
39,Health,"Physicians (per 1,000 people)",C8_International travel controls,Yemen,YEM,0.5251,Ones,2014.0
40,Health,"Immunization, DPT (% of children ages 12-23 months)",C8_International travel controls,Yemen,YEM,73.0,percent,2019.0
41,Health,Prevalence of anxiety disorders,C8_International travel controls,Yemen,YEM,0.047914,percent,2019.0
43,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",C8_International travel controls,Yemen,YEM,5.6869998,Percentage of females of the total population,2020.0
45,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),C8_International travel controls,Yemen,YEM,0.5,percent,2015.0
46,Health,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",C8_International travel controls,Yemen,YEM,37.2,percent,2020.0
48,Health,Prevalence of Depressive disorders,C8_International travel controls,Yemen,YEM,0.042047,percent,2019.0
50,Environment,CO2 emissions (kt),C8_International travel controls,Yemen,YEM,10608.63,kt,2016.0
55,Health,"Prevalence of HIV, total (% of population ages 15-49)",C8_International travel controls,Yemen,YEM,0.1,percent,2019.0
56,Demographics,Mobile cellular subscriptions,C8_International travel controls,Yemen,YEM,55.175,per 100 people,2019.0
57,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C8_International travel controls,Yemen,YEM,37.9519997,Percentage of total population,2020.0
58,Environment,Electric power consumption ,C8_International travel controls,Yemen,YEM,219.7999224349463,kWh per capita,2014.0
60,Environment,"Electricity production from oil, gas and coal sources",C8_International travel controls,Yemen,YEM,100.0,percent of total,2015.0
61,Economics,Employment in services (% of total employment) (modeled ILO estimate),C8_International travel controls,Yemen,YEM,61.4020004,Percentage of total employment,2020.0
63,Demographics,Secure Internet servers ,C8_International travel controls,Yemen,YEM,4.423576745044445,per 1 million people,2019.0
64,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",C8_International travel controls,Yemen,YEM,12.8299999,percent of total labor force,2020.0
65,Health,Prevalence of total cancers,C8_International travel controls,Yemen,YEM,0.002063,percent,2019.0
66,Governance,Control of corruption estimate,C8_International travel controls,Yemen,YEM,-1.681461,score,2019.0
71,Environment,CO2 emissions (metric tons per capita),C8_International travel controls,Yemen,YEM,0.39048,metric tons per capita,2016.0
72,Social issues ,Life Ladder ,C8_International travel controls,Yemen,YEM,3.657900094985962,score,2021.0
74,Governance,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",C8_International travel controls,Yemen,YEM,1.5,rating,2019.0
77,Health,"Immunization, measles (% of children ages 12-23 months)",C8_International travel controls,Yemen,YEM,67.0,percent,2019.0
79,Environment,Access to electricity ,C8_International travel controls,Yemen,YEM,62.0,percent of population,2018.0
82,Governance,Fragile States Index Total ,C8_International travel controls,Yemen,YEM,112.43869382016283,score,2020.0
83,Social issues ,Press freedom score,C8_International travel controls,Yemen,YEM,58.25,score,2020.0
84,Environment,Renewable energy consumption ,C8_International travel controls,Yemen,YEM,2.27641668698264,percent of total final energy consumption,2015.0
86,Social issues ,Proportion of seats held by women in national parliaments (%),C8_International travel controls,Yemen,YEM,0.332225914,proportion,2020.0
88,Governance,Human Freedom Score ,C8_International travel controls,Yemen,YEM,4.17,score,2018.0
92,Health,Prevalence of chronic kidney disease,C8_International travel controls,Yemen,YEM,0.04923,percent,2019.0
93,Governance,Regulatory quality estimate,C8_International travel controls,Yemen,YEM,-1.66393,score,2019.0
94,Health,Prevalence of Hypertensive heart disease,C8_International travel controls,Yemen,YEM,0.001495,percent,2019.0
115,Health,"Incidence of tuberculosis (per 100,000 people)",C8_International travel controls,Yemen,YEM,48.0,Cases,2019.0
